"article_id","model_id","main_crop","country","year_assessment_start","year_assessment_end","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","intervention_recla_detail_4","y_metric_recla","x_metric_raw","x_metric_recla","x_metric_unit_raw","x_metric_unit_recla","x_data_type","transformation_coefficient","transformation_coefficient_num","transformation_variance","transformation_variance_num","x_mean_value","x_mean_value_num","model_analysis_raw","m_model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","variance_ci_l","variance_ci_l_num","variance_ci_u","variance_ci_u_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","limitation_of_use_obs","m_exact_variance_value","m_random_sample","m_mean_farm_size_ha","sampling_unit","type_data","m_endogeneity_correction","m_exposure_correction","m_intervention_system_components","factor_metric","m_intervention_recla2","coefficient_variance_type","model_coefficient_variance_type","t_value_pcc","b_logOR","se_logOR","m_region","m_sub_region","Developed_Developing","m_education_years","m_sampling_unit","m_type_data","m_av_year_assessment"
"21","10","Maize","Zambia",2012,2015,"land with temporary fallow and cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Landholding (ha)","farm size","ha","ha","continuous","none",NA,"none",NA,"nd",NA,"correlated random effects probit model","probit","B",0.102,0.102,"SE","5.0000000000000001E-3",0.005,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",30,30,14100,14100,"no limitation",1,0,"0.503","household","secondary data",1,1,"only crops","farm size (ha)","Combined systems","B_SE","probit_B_SE",20.4,0.1632,0.008,"Africa","Eastern Africa","Developing regions",NA,1,0,2014
"21","10","Maize","Zambia",2012,2015,"land with temporary fallow and cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","share of total landholding that is owned","land tenure security","percentage of total landholding that is owned","percentage of owned land","continuous","none",NA,NA,NA,"nd",NA,"correlated random effects probit model","probit","B",0.44,0.44,"SE","4.4999999999999998E-2",0.045,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",30,30,14100,14100,"no limitation",1,0,"0.503","household","secondary data",1,1,"only crops","land tenure security (percentage of owned land)","Combined systems","B_SE","probit_B_SE",9.77777777777778,0.704,0.072,"Africa","Eastern Africa","Developing regions",NA,1,0,2014
"21","10","Maize","Zambia",2012,2015,"land with temporary fallow and cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","TLU w/o cattle","units of livestock","TLU","TLU","continuous","none",NA,"none",NA,"nd",NA,"correlated random effects probit model","probit","B",-0.00722,-0.00722,"SE","8.0000000000000002E-3",0.008,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",30,30,14100,14100,"no limitation",1,0,"0.503","household","secondary data",1,1,"only crops","units of livestock (TLU)","Combined systems","B_SE","probit_B_SE",-0.9025,-0.011552,0.0128,"Africa","Eastern Africa","Developing regions",NA,1,0,2014
"21","10","Maize","Zambia",2012,2015,"land with temporary fallow and cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Km from the homestead to the nearest paved road","distance to road","km","km","continuous","none",NA,NA,NA,"nd",NA,"correlated random effects probit model","probit","B",-0.00019,-0.00019,"SE","0",1e-04,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",30,30,14100,14100,"no limitation",1,0,"0.503","household","secondary data",1,1,"only crops","distance to road (km)","Combined systems","B_SE","probit_B_SE",-1.9,-0.000304,0.00016,"Africa","Eastern Africa","Developing regions",NA,1,0,2014
"21","10","Maize","Zambia",2012,2015,"land with temporary fallow and cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Km from homestead to nearest district agrodealer","distance to input market","km","km","continuous","none",NA,NA,NA,"nd",NA,"correlated random effects probit model","probit","B",-0.000427,-0.000427,"SE","0",1e-04,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",30,30,14100,14100,"no limitation",1,0,"0.503","household","secondary data",1,1,"only crops","distance to input market (km)","Combined systems","B_SE","probit_B_SE",-4.27,-0.0006832,0.00016,"Africa","Eastern Africa","Developing regions",NA,1,0,2014
"21","10","Maize","Zambia",2012,2015,"land with temporary fallow and cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Long-run average growing season rainfall (mm, 16-year MA)","precipitation","mm, 16-year MA","mm/year","continuous","none",NA,"none",NA,"nd",NA,"correlated random effects probit model","probit","B",0.000766,0.000766,"SE","1E-3",0.001,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",30,30,14100,14100,"no limitation",1,0,"0.503","household","secondary data",1,1,"only crops","precipitation (mm/year)","Combined systems","B_SE","probit_B_SE",0.766,0.0012256,0.0016,"Africa","Eastern Africa","Developing regions",NA,1,0,2014
"21","10","Maize","Zambia",2012,2015,"land with temporary fallow and cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Female-headed HH (=1)","hh gender","1= female, 0= male","1= male, 0= female","categorical (binary)","-1",-1,"1",1,"nd",NA,"correlated random effects probit model","probit","B",0.0216,0.0216,"SE","4.2000000000000003E-2",0.042,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",30,30,14100,14100,"no limitation",1,0,"0.503","household","secondary data",1,1,"only crops","hh gender (1= male, 0= female)","Combined systems","B_SE","probit_B_SE",-0.514285714285714,-0.03456,0.0672,"Africa","Eastern Africa","Developing regions",NA,1,0,2014
"21","10","Maize","Zambia",2012,2015,"land with temporary fallow and cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Age of household head","hh age","years","years","continuous","none",NA,"none",NA,"nd",NA,"correlated random effects probit model","probit","B",-0.00184,-0.00184,"SE","2E-3",0.002,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",30,30,14100,14100,"no limitation",1,0,"0.503","household","secondary data",1,1,"only crops","hh age (years)","Combined systems","B_SE","probit_B_SE",-0.92,-0.002944,0.0032,"Africa","Eastern Africa","Developing regions",NA,1,0,2014
"21","10","Maize","Zambia",2012,2015,"land with temporary fallow and cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","hh education: Secondary (grades 8-12) (=1)","hh education","1= Secondary (grades 8-12), 0= otherwise","1= high school education, 0= otherwise","categorical (binary)","none",NA,"none",NA,"nd",NA,"correlated random effects probit model","probit","B",0.0165,0.0165,"SE","0.04",0.04,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",30,30,14100,14100,"no limitation",1,0,"0.503","household","secondary data",1,1,"only crops","hh education (1= high school education, 0= otherwise)","Combined systems","B_SE","probit_B_SE",0.4125,0.0264,0.064,"Africa","Eastern Africa","Developing regions",NA,1,0,2014
"21","10","Maize","Zambia",2012,2015,"land with temporary fallow and cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","hh education: Post-secondary (=1)","hh education","1= Post-secondary, 0= otherwise","1= post-secondary education, 0= otherwise","categorical (binary)","none",NA,"none",NA,"nd",NA,"correlated random effects probit model","probit","B",-0.0154,-0.0154,"SE","8.7999999999999995E-2",0.088,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",30,30,14100,14100,"no limitation",1,0,"0.503","household","secondary data",1,1,"only crops","hh education (1= post-secondary education, 0= otherwise)","Combined systems","B_SE","probit_B_SE",-0.175,-0.02464,0.1408,"Africa","Eastern Africa","Developing regions",NA,1,0,2014
"21","10","Maize","Zambia",2012,2015,"land with temporary fallow and cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Number of FTE prime age adults (age 15 to 59)","h adult members","number of adults (15 years to 59)","number of people","continuous","none",NA,"none",NA,"nd",NA,"correlated random effects probit model","probit","B",-0.0136,-0.0136,"SE","7.0000000000000001E-3",0.007,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",30,30,14100,14100,"no limitation",1,0,"0.503","household","secondary data",1,1,"only crops","h adult members (number of people)","Combined systems","B_SE","probit_B_SE",-1.94285714285714,-0.02176,0.0112,"Africa","Eastern Africa","Developing regions",NA,1,0,2014
"35","1","Cereals","Nepal",2014,NA,"agroforestry","woodlot",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Years of schooling (education)","hh education","years","years","continuous","none",NA,"none",NA,"9.6",9.6,"multinomial logit model","logit","B",0.159,0.159,"P","0.247",0.247,"na",NA,"na",NA,"nd",NA,"0.247",0.247,"nd",16,16,210,210,"no limitation",1,1,"49.05","household","primary data",0,0,"crops and trees","hh education (years)","Agroforestry","B_P","logit_B_P",1.15766689172283,0.159,0.137345207966842,"Asia","Southern Asia","Developing regions",9.6,1,1,2014
"35","1","Cereals","Nepal",2014,NA,"agroforestry","woodlot",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Age of household head","hh age","years","years","continuous","none",NA,"none",NA,"39.4",39.4,"multinomial logit model","logit","B",-0.048,-0.048,"P","0.315",0.315,"na",NA,"na",NA,"nd",NA,"0.315",0.315,"nd",16,16,210,210,"no limitation",1,1,"49.05","household","primary data",0,0,"crops and trees","hh age (years)","Agroforestry","B_P","logit_B_P",-1.00478580607071,-0.048,0.0477713754613113,"Asia","Southern Asia","Developing regions",9.6,1,1,2014
"35","1","Cereals","Nepal",2014,NA,"agroforestry","woodlot",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Sex of household head","hh gender","1= male, 0= female","1= male, 0= female","categorical (binary)","none",NA,"none",NA,"0.64",0.64,"multinomial logit model","logit","B",0.28,0.28,"P","4.3999999999999997E-2",0.044,"na",NA,"na",NA,"nd",NA,"4.3999999999999997E-2",0.044,"nd",16,16,210,210,"no limitation",1,1,"49.05","household","primary data",0,0,"crops and trees","hh gender (1= male, 0= female)","Agroforestry","B_P","logit_B_P",2.01409081201814,0.28,0.13902054382515,"Asia","Southern Asia","Developing regions",9.6,1,1,2014
"35","1","Cereals","Nepal",2014,NA,"agroforestry","woodlot",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Household size","h size","number of people","number of people","continuous","none",NA,"none",NA,"3.9",3.9,"multinomial logit model","logit","B",-0.618,-0.618,"P","4.1000000000000002E-2",0.041,"na",NA,"na",NA,"nd",NA,"4.1000000000000002E-2",0.041,"nd",16,16,210,210,"no limitation",1,1,"49.05","household","primary data",0,0,"crops and trees","h size (number of people)","Agroforestry","B_P","logit_B_P",-2.04353000743986,-0.618,0.302417873850667,"Asia","Southern Asia","Developing regions",9.6,1,1,2014
"35","1","Cereals","Nepal",2014,NA,"agroforestry","woodlot",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Off-farm income","access to off-farm income","1= yes, 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"none",NA,"0.75",0.75,"multinomial logit model","logit","B",1.083,1.083,"P","2.3E-2",0.023,"na",NA,"na",NA,"nd",NA,"2.3E-2",0.023,"nd",16,16,210,210,"no limitation",1,1,"49.05","household","primary data",0,0,"crops and trees","access to off-farm income (1= yes, 0= no)","Agroforestry","B_P","logit_B_P",2.27343465094278,1.083,0.476371731006602,"Asia","Southern Asia","Developing regions",9.6,1,1,2014
"35","1","Cereals","Nepal",2014,NA,"agroforestry","woodlot",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Landholding size","farm size","ktha (30 ktha=1ha)","ha","continuous","3.3333333333333333E-2",0.0333333333333333,"3.3333333333333333E-2",0.0333333333333333,"74.3",74.3,"multinomial logit model","logit","B",0.123,0.123,"P","1E-4",1e-04,"na",NA,"na",NA,"nd",NA,"1E-4",1e-04,"nd",16,16,210,210,"no limitation",1,1,"49.05","household","primary data",0,0,"crops and trees","farm size (ha)","Agroforestry","B_P","logit_B_P",3.89059188641309,0.0041,0.00105382423027155,"Asia","Southern Asia","Developing regions",9.6,1,1,2014
"35","1","Cereals","Nepal",2014,NA,"agroforestry","woodlot",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Livestock herd size","units of livestock","LSU","LSU","continuous","none",NA,"none",NA,"6.7",6.7,"multinomial logit model","logit","B",0.555,0.555,"P","3.0000000000000001E-3",0.003,"na",NA,"na",NA,"nd",NA,"3.0000000000000001E-3",0.003,"nd",16,16,210,210,"no limitation",1,1,"49.05","household","primary data",0,0,"crops and trees","units of livestock (LSU)","Agroforestry","B_P","logit_B_P",2.96773792534178,0.555,0.187011122262786,"Asia","Southern Asia","Developing regions",9.6,1,1,2014
"35","1","Cereals","Nepal",2014,NA,"agroforestry","woodlot",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Extension service: Total number of training received and visits by extension workers in the last five years","agricultural extension frequency","number of visits","number of contacts","continuous","none",NA,"none",NA,"5.5",5.5,"multinomial logit model","logit","B",1.064,1.064,"P","1E-4",1e-04,"na",NA,"na",NA,"nd",NA,"1E-4",1e-04,"nd",16,16,210,210,"no limitation",1,1,"49.05","household","primary data",0,0,"crops and trees","agricultural extension frequency (number of contacts)","Agroforestry","B_P","logit_B_P",3.89059188641309,1.064,0.273480239270469,"Asia","Southern Asia","Developing regions",9.6,1,1,2014
"35","1","Cereals","Nepal",2014,NA,"agroforestry","woodlot",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Irrigation: Farm has any source of irrigation","access to irrigation","1= yes, 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"none",NA,"0.63",0.63,"multinomial logit model","logit","B",0.549,0.549,"P","4.2000000000000003E-2",0.042,"na",NA,"na",NA,"nd",NA,"4.2000000000000003E-2",0.042,"nd",16,16,210,210,"no limitation",1,1,"49.05","household","primary data",0,0,"crops and trees","access to irrigation (1= yes, 0= no)","Agroforestry","B_P","logit_B_P",2.03352014925305,0.549,0.269975195574855,"Asia","Southern Asia","Developing regions",9.6,1,1,2014
"35","1","Cereals","Nepal",2014,NA,"agroforestry","woodlot",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Membership: Member of farmers’ group and organization","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"none",NA,"0.73",0.73,"multinomial logit model","logit","B",0.217,0.217,"P","3.7999999999999999E-2",0.038,"na",NA,"na",NA,"nd",NA,"3.7999999999999999E-2",0.038,"nd",16,16,210,210,"no limitation",1,1,"49.05","household","primary data",0,0,"crops and trees","hh association member (1= yes, 0= no)","Agroforestry","B_P","logit_B_P",2.07485473439331,0.217,0.104585635034084,"Asia","Southern Asia","Developing regions",9.6,1,1,2014
"35","1","Cereals","Nepal",2014,NA,"agroforestry","woodlot",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Origin: Farmer is native","hh is native","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"none",NA,"0.57999999999999996",0.58,"multinomial logit model","logit","B",1.215,1.215,"P","0.188",0.188,"na",NA,"na",NA,"nd",NA,"0.188",0.188,"nd",16,16,210,210,"no limitation",1,1,"49.05","household","primary data",0,0,"crops and trees","hh is native (1= yes, 0= no)","Agroforestry","B_P","logit_B_P",1.31651871841826,1.215,0.922888511193953,"Asia","Southern Asia","Developing regions",9.6,1,1,2014
"35","1","Cereals","Nepal",2014,NA,"agroforestry","woodlot",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Farmer is risk-averse","hh risk attitude","1= risk-averse, 0= otherwise","1= risk-averse, 0= otherwise","categorical (multiple)","none",NA,"none",NA,"1.52",1.52,"multinomial logit model","logit","B",-2.134,-2.134,"P","4.1000000000000002E-2",0.041,"na",NA,"na",NA,"nd",NA,"4.1000000000000002E-2",0.041,"nd",16,16,210,210,"no limitation",1,1,"49.05","household","primary data",0,0,"crops and trees","hh risk attitude (1= risk-averse, 0= otherwise)","Agroforestry","B_P","logit_B_P",-2.04353000743986,-2.134,1.04427142847463,"Asia","Southern Asia","Developing regions",9.6,1,1,2014
"35","1","Cereals","Nepal",2014,NA,"agroforestry","woodlot",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Awareness Farmer is aware of environmental benefits of an agroforestry practice","hh perceive benefits of SFP or DFS","1= aware of the benefits of diversified farming systems, 0= otherwise","1= environmental benefits, 0= otherwise","categorical (binary)","none",NA,"none",NA,"0.69",0.69,"multinomial logit model","logit","B",0.189,0.189,"P","5.8000000000000003E-2",0.058,"na",NA,"na",NA,"nd",NA,"5.8000000000000003E-2",0.058,"nd",16,16,210,210,"no limitation",1,1,"49.05","household","primary data",0,0,"crops and trees","hh perceive benefits of SFP or DFS (1= environmental benefits, 0= otherwise)","Agroforestry","B_P","logit_B_P",1.89569792399184,0.189,0.0996994286948503,"Asia","Southern Asia","Developing regions",9.6,1,1,2014
"35","2","Cereals","Nepal",2014,NA,"agroforestry","alley cropping",NA,"exotic trees","n fixing","diversity adoption (1=yes, 0=no)","Years of schooling (education)","hh education","years","years","continuous","none",NA,"none",NA,"6.3",6.3,"multinomial logit model","logit","B",0.114,0.114,"P","0.19400000000000001",0.194,"na",NA,"na",NA,"nd",NA,"0.19400000000000001",0.194,"nd",16,16,222,222,"no limitation",1,1,"29.25","household","primary data",0,0,"crops and trees","hh education (years)","Agroforestry","B_P","logit_B_P",1.29883663264251,0.114,0.0877708536508283,"Asia","Southern Asia","Developing regions",6.3,1,1,2014
"35","2","Cereals","Nepal",2014,NA,"agroforestry","alley cropping",NA,"exotic trees","n fixing","diversity adoption (1=yes, 0=no)","Age of household head","hh age","years","years","continuous","none",NA,"none",NA,"43.6",43.6,"multinomial logit model","logit","B",-0.008,-0.008,"P","0.753",0.753,"na",NA,"na",NA,"nd",NA,"0.753",0.753,"nd",16,16,222,222,"no limitation",1,1,"29.25","household","primary data",0,0,"crops and trees","hh age (years)","Agroforestry","B_P","logit_B_P",-0.31468609876611,-0.008,0.0254221588794934,"Asia","Southern Asia","Developing regions",6.3,1,1,2014
"35","2","Cereals","Nepal",2014,NA,"agroforestry","alley cropping",NA,"exotic trees","n fixing","diversity adoption (1=yes, 0=no)","Sex of household head","hh gender","1= male, 0= female","1= male, 0= female","categorical (binary)","none",NA,"none",NA,"0.56000000000000005",0.56,"multinomial logit model","logit","B",0.202,0.202,"P","0.71399999999999997",0.714,"na",NA,"na",NA,"nd",NA,"0.71399999999999997",0.714,"nd",16,16,222,222,"no limitation",1,1,"29.25","household","primary data",0,0,"crops and trees","hh gender (1= male, 0= female)","Agroforestry","B_P","logit_B_P",0.366489293889434,0.202,0.551175718821793,"Asia","Southern Asia","Developing regions",6.3,1,1,2014
"35","2","Cereals","Nepal",2014,NA,"agroforestry","alley cropping",NA,"exotic trees","n fixing","diversity adoption (1=yes, 0=no)","Household size","h size","number of people","number of people","continuous","none",NA,"none",NA,"4.4000000000000004",4.4,"multinomial logit model","logit","B",-0.078,-0.078,"P","0.57999999999999996",0.58,"na",NA,"na",NA,"nd",NA,"0.57999999999999996",0.58,"nd",16,16,222,222,"no limitation",1,1,"29.25","household","primary data",0,0,"crops and trees","h size (number of people)","Agroforestry","B_P","logit_B_P",-0.553384719555673,-0.078,0.140950765793873,"Asia","Southern Asia","Developing regions",6.3,1,1,2014
"35","2","Cereals","Nepal",2014,NA,"agroforestry","alley cropping",NA,"exotic trees","n fixing","diversity adoption (1=yes, 0=no)","Off-farm income","access to off-farm income","1= yes, 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"none",NA,"0.49",0.49,"multinomial logit model","logit","B",0.148,0.148,"P","0.26200000000000001",0.262,"na",NA,"na",NA,"nd",NA,"0.26200000000000001",0.262,"nd",16,16,222,222,"no limitation",1,1,"29.25","household","primary data",0,0,"crops and trees","access to off-farm income (1= yes, 0= no)","Agroforestry","B_P","logit_B_P",1.12167652792549,0.148,0.131945348159975,"Asia","Southern Asia","Developing regions",6.3,1,1,2014
"35","2","Cereals","Nepal",2014,NA,"agroforestry","alley cropping",NA,"exotic trees","n fixing","diversity adoption (1=yes, 0=no)","Landholding size","farm size","ktha (30 ktha=1ha)","ha","continuous","3.3333333333333333E-2",0.0333333333333333,"3.3333333333333333E-2",0.0333333333333333,"34.700000000000003",34.7,"multinomial logit model","logit","B",0.095,0.095,"P","3.0000000000000001E-3",0.003,"na",NA,"na",NA,"nd",NA,"3.0000000000000001E-3",0.003,"nd",16,16,222,222,"no limitation",1,1,"29.25","household","primary data",0,0,"crops and trees","farm size (ha)","Agroforestry","B_P","logit_B_P",2.96773792534178,0.00316666666666667,0.00106703042732521,"Asia","Southern Asia","Developing regions",6.3,1,1,2014
